5.000e-01	mua, coeficiente de absorcion [1/cm]
20.0000	mus, coeficiente de esparcimiento [1/cm]
0.7500	g, anisotropia [-]
1.3800	n1, indice de refracción del tejido
1.3300	n2, indice de refracción del medio externo
2	Fuente
0.1000	radius, radio del haz plano o radio 1/e del haz Gaussiano [cm]
0.0000	waist, ancho de 1/e del foco [cm]
0.0000	xs, posicion en x de la fuente isotropica [cm]
0.0000	ys, posicion y
0.5000	zs, posicion z
45	NR
45	NZ
0.05000	dr
0.05000	dz
1.0e+06	Nfotones
0.000000e+00	Specular reflectance
9.196639e-01	Absorbed fraction
8.033609e-02	Escaping fraction
0.0	0.03333	0.07778	0.12667	0.17619	0.22593	0.27576	0.32564	0.37556	0.42549	0.47544	0.52540	0.57536	0.62533	0.67531	0.72529	0.77527	0.82525	0.87524	0.92523	0.97521	1.02520	1.07519	1.12519	1.17518	1.22517	1.27516	1.32516	1.37515	1.42515	1.47514	1.52514	1.57513	1.62513	1.67512	1.72512	1.77512	1.82511	1.87511	1.92511	1.97511	2.02510	2.07510	2.12510	2.17510	2.22509
0.0	6.188672529425e-06	6.188672529425e-06	9.522695240803e-06	1.163050856881e-05	1.366694835568e-05	1.595592327712e-05	1.784812945074e-05	1.946934876921e-05	1.994709541184e-05	1.994709541184e-05	1.946934876921e-05	1.784812945074e-05	1.595592327712e-05	1.366694835568e-05	1.366694835568e-05	9.522695240803e-06	7.760405445926e-06	6.188672529425e-06	4.980539077383e-06	4.980539077383e-06	3.100041469300e-06	2.399734174519e-06	1.906374845505e-06	1.468677983116e-06	1.468677983116e-06	8.862725940410e-07	6.945057813762e-07	5.436227895878e-07	4.206362502137e-07	4.206362502137e-07	3.238035550191e-07	2.001986095091e-07	1.563362924915e-07	1.238456654052e-07	1.238456654052e-07	9.291637768777e-08	5.758597434803e-08	4.798649056506e-08	3.576874432150e-08	3.576874432150e-08	2.418187864835e-08	1.672588044446e-08	1.672588044446e-08	1.010046976360e-08	1.010046976360e-08
0.02500	 1.480078e-05	 1.480078e-05	 2.231000e-05	 2.659209e-05	 3.040689e-05	 3.356142e-05	 3.807935e-05	 4.077247e-05	 4.307046e-05	 4.307046e-05	 4.077247e-05	 3.807935e-05	 3.356142e-05	 3.040689e-05	 3.040689e-05	 2.231000e-05	 1.860319e-05	 1.480078e-05	 1.204255e-05	 1.204255e-05	 8.073299e-06	 6.453735e-06	 4.889687e-06	 4.049719e-06	 4.049719e-06	 2.452442e-06	 1.925113e-06	 1.547411e-06	 1.232089e-06	 1.232089e-06	 9.178877e-07	 5.630486e-07	 4.772406e-07	 3.482072e-07	 3.482072e-07	 2.840541e-07	 1.766508e-07	 1.503211e-07	 1.030205e-07	 1.030205e-07	 7.003142e-08	 5.185874e-08	 5.185874e-08	 3.506049e-08	 3.506049e-08
0.07500	 2.098084e-05	 2.098084e-05	 3.176763e-05	 3.895600e-05	 4.513675e-05	 5.182930e-05	 5.880787e-05	 6.308095e-05	 6.914349e-05	 6.914349e-05	 6.308095e-05	 5.880787e-05	 5.182930e-05	 4.513675e-05	 4.513675e-05	 3.176763e-05	 2.574090e-05	 2.098084e-05	 1.672072e-05	 1.672072e-05	 1.073729e-05	 8.269237e-06	 6.690336e-06	 5.150115e-06	 5.150115e-06	 3.172400e-06	 2.465442e-06	 2.006210e-06	 1.535738e-06	 1.535738e-06	 1.187748e-06	 7.253264e-07	 5.800980e-07	 4.434541e-07	 4.434541e-07	 3.515538e-07	 2.402468e-07	 1.749331e-07	 1.403387e-07	 1.403387e-07	 9.043763e-08	 6.577840e-08	 6.577840e-08	 4.378718e-08	 4.378718e-08
0.12500	 2.726403e-05	 2.726403e-05	 4.296118e-05	 5.338912e-05	 6.394340e-05	 7.533713e-05	 8.463669e-05	 9.238913e-05	 9.905319e-05	 9.905319e-05	 9.238913e-05	 8.463669e-05	 7.533713e-05	 6.394340e-05	 6.394340e-05	 4.296118e-05	 3.485615e-05	 2.726403e-05	 2.169377e-05	 2.169377e-05	 1.354830e-05	 1.037306e-05	 8.218967e-06	 6.383498e-06	 6.383498e-06	 3.906789e-06	 3.041765e-06	 2.360923e-06	 1.825165e-06	 1.825165e-06	 1.424051e-06	 9.105460e-07	 7.274029e-07	 5.447712e-07	 5.447712e-07	 4.230275e-07	 2.674608e-07	 2.122049e-07	 1.681468e-07	 1.681468e-07	 9.923365e-08	 7.526684e-08	 7.526684e-08	 5.037282e-08	 5.037282e-08
0.17500	 3.500520e-05	 3.500520e-05	 5.586954e-05	 7.045099e-05	 8.838018e-05	 1.059384e-04	 1.235206e-04	 1.351463e-04	 1.422819e-04	 1.422819e-04	 1.351463e-04	 1.235206e-04	 1.059384e-04	 8.838018e-05	 8.838018e-05	 5.586954e-05	 4.395414e-05	 3.500520e-05	 2.737314e-05	 2.737314e-05	 1.629237e-05	 1.252268e-05	 9.824784e-06	 7.701477e-06	 7.701477e-06	 4.505180e-06	 3.585568e-06	 2.798678e-06	 2.123175e-06	 2.123175e-06	 1.760422e-06	 1.038852e-06	 7.982918e-07	 6.592869e-07	 6.592869e-07	 4.743549e-07	 2.953541e-07	 2.384796e-07	 1.896213e-07	 1.896213e-07	 1.139885e-07	 9.218674e-08	 9.218674e-08	 5.281621e-08	 5.281621e-08
0.22500	 4.247816e-05	 4.247816e-05	 7.162128e-05	 9.203078e-05	 1.166453e-04	 1.436692e-04	 1.749498e-04	 1.999886e-04	 2.154582e-04	 2.154582e-04	 1.999886e-04	 1.749498e-04	 1.436692e-04	 1.166453e-04	 1.166453e-04	 7.162128e-05	 5.492615e-05	 4.247816e-05	 3.201207e-05	 3.201207e-05	 1.949720e-05	 1.464668e-05	 1.132755e-05	 8.692083e-06	 8.692083e-06	 5.210189e-06	 4.025469e-06	 3.193374e-06	 2.335114e-06	 2.335114e-06	 1.881679e-06	 1.163276e-06	 9.438505e-07	 7.129068e-07	 7.129068e-07	 5.804000e-07	 3.382746e-07	 2.651931e-07	 2.042330e-07	 2.042330e-07	 1.294139e-07	 1.009326e-07	 1.009326e-07	 6.425946e-08	 6.425946e-08
0.27500	 4.982237e-05	 4.982237e-05	 8.972404e-05	 1.175371e-04	 1.541028e-04	 2.003149e-04	 2.514776e-04	 3.068175e-04	 3.361306e-04	 3.361306e-04	 3.068175e-04	 2.514776e-04	 2.003149e-04	 1.541028e-04	 1.541028e-04	 8.972404e-05	 6.658787e-05	 4.982237e-05	 3.798678e-05	 3.798678e-05	 2.209915e-05	 1.674285e-05	 1.293383e-05	 9.873698e-06	 9.873698e-06	 5.790024e-06	 4.511263e-06	 3.468089e-06	 2.723865e-06	 2.723865e-06	 2.076030e-06	 1.272864e-06	 9.837937e-07	 7.781296e-07	 7.781296e-07	 6.158912e-07	 3.643127e-07	 2.896845e-07	 2.250264e-07	 2.250264e-07	 1.443621e-07	 1.135878e-07	 1.135878e-07	 6.944554e-08	 6.944554e-08
0.32500	 5.775713e-05	 5.775713e-05	 1.068225e-04	 1.455811e-04	 2.010324e-04	 2.772491e-04	 3.775445e-04	 4.810437e-04	 5.581891e-04	 5.581891e-04	 4.810437e-04	 3.775445e-04	 2.772491e-04	 2.010324e-04	 2.010324e-04	 1.068225e-04	 7.896445e-05	 5.775713e-05	 4.291307e-05	 4.291307e-05	 2.419655e-05	 1.813956e-05	 1.394921e-05	 1.081702e-05	 1.081702e-05	 6.445446e-06	 4.818710e-06	 3.765399e-06	 2.934623e-06	 2.934623e-06	 2.217152e-06	 1.352888e-06	 1.024730e-06	 8.171567e-07	 8.171567e-07	 6.624030e-07	 4.037647e-07	 3.088524e-07	 2.557784e-07	 2.557784e-07	 1.483889e-07	 1.244806e-07	 1.244806e-07	 7.326877e-08	 7.326877e-08
0.37500	 6.543885e-05	 6.543885e-05	 1.241223e-04	 1.757520e-04	 2.554705e-04	 3.779490e-04	 5.616975e-04	 8.148915e-04	 1.052189e-03	 1.052189e-03	 8.148915e-04	 5.616975e-04	 3.779490e-04	 2.554705e-04	 2.554705e-04	 1.241223e-04	 8.990236e-05	 6.543885e-05	 4.780122e-05	 4.780122e-05	 2.636796e-05	 1.979055e-05	 1.526972e-05	 1.145772e-05	 1.145772e-05	 6.764797e-06	 5.213984e-06	 4.034738e-06	 3.020466e-06	 3.020466e-06	 2.376761e-06	 1.455625e-06	 1.122563e-06	 8.773649e-07	 8.773649e-07	 6.771852e-07	 4.029808e-07	 3.391950e-07	 2.634807e-07	 2.634807e-07	 1.599738e-07	 1.257457e-07	 1.257457e-07	 8.273684e-08	 8.273684e-08
