 
Número de fotones = 100000.000000
Tamaño del paquete = 0.00500 [cm] 
***Parámetros del tejido*** 
Coef. de Absorcion: 35.000000
Coef. de Esparcimiento: 450.000000
Coef. de Anisotropia: 0.800000
Indice de Refracción: 1.330000
La última fila esta desbordada. Ignorarla
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2]
1.95152 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.95652 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.96152 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.96652 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.97151 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.97651 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.98151 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.98651 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.99150 	 0.000e+00 	 0.000e+00 	 0.000e+00 
1.99650 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.00150 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.00650 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.01149 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.01649 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.02149 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.02649 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.03148 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.03648 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.04148 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.04648 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.05147 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.05647 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.06147 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.06647 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.07146 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.07646 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.08146 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.08646 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.09145 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.09645 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.10145 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.10645 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.11144 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.11644 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.12144 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.12644 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.13143 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.13643 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.14143 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.14643 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.15142 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.15642 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.16142 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.16642 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.17141 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.17641 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.18141 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.18641 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.19140 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.19640 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.20140 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.20640 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.21139 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.21639 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.22139 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.22639 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.23138 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.23638 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.24138 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.24638 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.25137 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.25637 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.26137 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.26637 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.27136 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.27636 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.28136 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.28636 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.29135 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.29635 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.30135 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.30635 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.31134 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.31634 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.32134 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.32634 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.33133 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.33633 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.34133 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.34633 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.35132 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.35632 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.36132 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.36632 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.37131 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.37631 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.38131 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.38631 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.39130 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.39630 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.40130 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.40630 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.41129 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.41629 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.42129 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.42629 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.43128 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.43628 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.44128 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.44628 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.45127 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.45627 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.46127 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.46627 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.47126 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.47626 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.48126 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.48626 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.49125 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.49625 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.50125 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.50625 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.51124 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.51624 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.52124 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.52624 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.53123 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.53623 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.54123 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.54623 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.55122 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.55622 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.56122 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.56622 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.57121 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.57621 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.58121 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.58621 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.59120 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.59620 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.60120 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.60620 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.61119 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.61619 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.62119 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.62619 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.63118 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.63618 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.64118 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.64618 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.65117 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.65617 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.66117 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.66617 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.67116 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.67616 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.68116 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.68616 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.69115 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.69615 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.70115 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.70615 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.71114 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.71614 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.72114 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.72614 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.73113 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.73613 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.74113 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.74613 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.75112 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.75612 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.76112 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.76612 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.77111 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.77611 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.78111 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.78611 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.79110 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.79610 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.80110 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.80610 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.81109 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.81609 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.82109 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.82609 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.83108 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.83608 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.84108 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.84608 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.85107 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.85607 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.86107 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.86607 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.87106 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.87606 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.88106 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.88606 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.89105 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.89605 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.90105 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.90605 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.91104 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.91604 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.92104 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.92604 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.93103 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.93603 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.94103 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.94603 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.95102 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.95602 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.96102 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.96602 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.97101 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.97601 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.98101 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.98601 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.99100 	 0.000e+00 	 0.000e+00 	 0.000e+00 
2.99600 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.00100 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.00600 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.01099 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.01599 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.02099 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.02599 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.03098 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.03598 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.04098 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.04598 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.05097 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.05597 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.06097 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.06597 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.07096 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.07596 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.08096 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.08596 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.09095 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.09595 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.10095 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.10595 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.11094 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.11594 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.12094 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.12594 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.13093 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.13593 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.14093 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.14593 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.15092 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.15592 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.16092 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.16592 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.17091 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.17591 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.18091 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.18591 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.19090 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.19590 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.20090 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.20590 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.21089 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.21589 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.22089 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.22589 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.23088 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.23588 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.24088 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.24588 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.25087 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.25587 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.26087 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.26587 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.27086 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.27586 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.28086 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.28586 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.29085 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.29585 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.30085 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.30585 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.31084 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.31584 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.32084 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.32584 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.33083 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.33583 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.34083 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.34583 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.35082 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.35582 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.36082 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.36582 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.37081 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.37581 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.38081 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.38581 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.39080 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.39580 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.40080 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.40580 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.41079 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.41579 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.42079 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.42579 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.43078 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.43578 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.44078 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.44578 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.45077 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.45577 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.46077 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.46577 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.47076 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.47576 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.48076 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.48576 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.49075 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.49575 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.50075 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.50575 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.51074 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.51574 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.52074 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.52574 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.53073 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.53573 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.54073 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.54573 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.55072 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.55572 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.56072 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.56572 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.57071 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.57571 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.58071 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.58571 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.59070 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.59570 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.60070 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.60570 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.61069 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.61569 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.62069 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.62569 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.63068 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.63568 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.64068 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.64568 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.65067 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.65567 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.66067 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.66567 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.67066 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.67566 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.68066 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.68566 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.69065 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.69565 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.70065 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.70565 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.71064 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.71564 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.72064 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.72564 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.73063 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.73563 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.74063 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.74563 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.75062 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.75562 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.76062 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.76562 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.77061 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.77561 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.78061 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.78561 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.79060 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.79560 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.80060 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.80560 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.81059 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.81559 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.82059 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.82559 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.83058 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.83558 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.84058 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.84558 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.85057 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.85557 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.86057 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.86557 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.87056 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.87556 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.88056 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.88556 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.89055 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.89555 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.90055 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.90555 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.91054 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.91554 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.92054 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.92554 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.93053 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.93553 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.94053 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.94553 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.95052 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.95552 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.96052 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.96552 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.97051 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.97551 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.98051 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.98551 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.99050 	 0.000e+00 	 0.000e+00 	 0.000e+00 
3.99550 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.00050 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.00550 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.01049 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.01549 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.02049 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.02549 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.03048 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.03548 	 0.000e+00 	 0.000e+00 	 0.000e+00 
