 
Número de fotones = 100000.000000
Tamaño del paquete = 0.00500 [cm] 
***Parámetros del tejido*** 
Coef. de Absorcion: 35.000000
Coef. de Esparcimiento: 450.000000
Coef. de Anisotropia: 0.800000
Indice de Refracción: 1.330000
La última fila esta desbordada. Ignorarla
r [cm] 	 Fsph [1/cm2] 	 Fcyl [1/cm2] 	 Fpla [1/cm2]
4.04048 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.04548 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.05047 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.05547 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.06047 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.06547 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.07046 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.07546 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.08046 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.08546 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.09045 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.09545 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.10045 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.10545 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.11044 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.11544 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.12044 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.12544 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.13043 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.13543 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.14043 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.14543 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.15042 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.15542 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.16042 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.16542 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.17041 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.17541 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.18041 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.18541 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.19040 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.19540 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.20040 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.20540 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.21039 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.21539 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.22039 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.22539 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.23038 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.23538 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.24038 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.24538 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.25037 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.25537 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.26037 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.26537 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.27036 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.27536 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.28036 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.28536 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.29035 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.29535 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.30035 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.30535 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.31034 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.31534 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.32034 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.32534 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.33033 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.33533 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.34033 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.34533 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.35032 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.35532 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.36032 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.36532 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.37031 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.37531 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.38031 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.38531 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.39030 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.39530 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.40030 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.40530 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.41029 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.41529 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.42029 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.42529 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.43028 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.43528 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.44028 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.44528 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.45027 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.45527 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.46027 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.46527 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.47026 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.47526 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.48026 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.48526 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.49025 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.49525 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.50025 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.50525 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.51024 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.51524 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.52024 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.52524 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.53023 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.53523 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.54023 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.54523 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.55022 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.55522 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.56022 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.56522 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.57021 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.57521 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.58021 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.58521 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.59020 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.59520 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.60020 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.60520 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.61019 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.61519 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.62019 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.62519 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.63018 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.63518 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.64018 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.64518 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.65017 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.65517 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.66017 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.66517 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.67016 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.67516 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.68016 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.68516 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.69015 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.69515 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.70015 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.70515 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.71014 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.71514 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.72014 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.72514 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.73013 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.73513 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.74013 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.74513 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.75012 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.75512 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.76012 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.76512 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.77011 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.77511 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.78011 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.78511 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.79010 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.79510 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.80010 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.80510 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.81009 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.81509 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.82009 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.82509 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.83008 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.83508 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.84008 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.84508 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.85007 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.85507 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.86007 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.86507 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.87006 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.87506 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.88006 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.88506 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.89005 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.89505 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.90005 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.90505 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.91004 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.91504 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.92004 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.92504 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.93003 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.93503 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.94003 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.94503 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.95002 	 0.000e+00 	 0.000e+00 	 5.615e+248 
4.95502 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.96002 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.96502 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.97001 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.97501 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.98001 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.98501 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.99000 	 0.000e+00 	 0.000e+00 	 0.000e+00 
4.99500 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.00000 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.00500 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.01000 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.01499 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.01999 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.02499 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.02999 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.03498 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.03998 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.04498 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.04998 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.05497 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.05997 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.06497 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.06997 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.07496 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.07996 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.08496 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.08996 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.09495 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.09995 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.10495 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.10995 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.11494 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.11994 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.12494 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.12994 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.13493 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.13993 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.14493 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.14993 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.15492 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.15992 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.16492 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.16992 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.17491 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.17991 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.18491 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.18991 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.19490 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.19990 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.20490 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.20990 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.21489 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.21989 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.22489 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.22989 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.23488 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.23988 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.24488 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.24988 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.25487 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.25987 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.26487 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.26987 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.27486 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.27986 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.28486 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.28986 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.29485 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.29985 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.30485 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.30985 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.31484 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.31984 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.32484 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.32984 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.33483 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.33983 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.34483 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.34983 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.35482 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.35982 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.36482 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.36982 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.37481 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.37981 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.38481 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.38981 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.39480 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.39980 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.40480 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.40980 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.41479 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.41979 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.42479 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.42979 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.43478 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.43978 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.44478 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.44978 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.45477 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.45977 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.46477 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.46977 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.47476 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.47976 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.48476 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.48976 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.49475 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.49975 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.50475 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.50975 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.51474 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.51974 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.52474 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.52974 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.53473 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.53973 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.54473 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.54973 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.55472 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.55972 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.56472 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.56972 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.57471 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.57971 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.58471 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.58971 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.59470 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.59970 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.60470 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.60970 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.61469 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.61969 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.62469 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.62969 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.63468 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.63968 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.64468 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.64968 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.65467 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.65967 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.66467 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.66967 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.67466 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.67966 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.68466 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.68966 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.69465 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.69965 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.70465 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.70965 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.71464 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.71964 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.72464 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.72964 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.73463 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.73963 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.74463 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.74963 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.75462 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.75962 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.76462 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.76962 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.77461 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.77961 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.78461 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.78961 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.79460 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.79960 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.80460 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.80960 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.81459 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.81959 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.82459 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.82959 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.83458 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.83958 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.84458 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.84958 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.85457 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.85957 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.86457 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.86957 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.87456 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.87956 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.88456 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.88956 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.89455 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.89955 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.90455 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.90955 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.91454 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.91954 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.92454 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.92954 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.93453 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.93953 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.94453 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.94953 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.95452 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.95952 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.96452 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.96952 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.97451 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.97951 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.98451 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.98951 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.99450 	 0.000e+00 	 0.000e+00 	 0.000e+00 
5.99950 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.00450 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.00950 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.01449 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.01949 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.02449 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.02949 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.03448 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.03948 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.04448 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.04948 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.05447 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.05947 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.06447 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.06947 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.07446 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.07946 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.08446 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.08946 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.09445 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.09945 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.10445 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.10945 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.11444 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.11944 	 0.000e+00 	 0.000e+00 	 0.000e+00 
6.12444 	 0.000e+00 	 0.000e+00 	 0.000e+00 
